Id,SalePrice
1461,128828.72
1462,162613.38
1463,182124.2
1464,195740.52
1465,180875.17
1466,174137.45
1467,178197.5
1468,169435.69
1469,183513.77
1470,126030.54
1471,190489.06
1472,93709.51
1473,99155.77
1474,154065.39
1475,127299.64
1476,379511.03
1477,255019.1
1478,276014.56
1479,275004.3
1480,468012.1
1481,336308.2
1482,201737.08
1483,165173.08
1484,165293.0
1485,181433.89
1486,193569.88
1487,344830.62
1488,229229.77
1489,208267.22
1490,219913.03
1491,188761.14
1492,97048.45
1493,182403.53
1494,274701.8
1495,296462.66
1496,239773.23
1497,183198.31
1498,165647.9
1499,160628.16
1500,151481.38
1501,173499.08
1502,147462.89
1503,293307.06
1504,235649.22
1505,226372.75
1506,190099.06
1507,234303.55
1508,201854.67
1509,163216.22
1510,148927.77
1511,143957.89
1512,163910.52
1513,151154.8
1514,167560.73
1515,184089.42
1516,150467.75
1517,162125.61
1518,124204.23
1519,218029.62
1520,134814.4
1521,132960.44
1522,165053.4
1523,117176.24
1524,128455.516
1525,125990.65
1526,120911.65
1527,101690.82
1528,130141.13
1529,152375.34
1530,174924.08
1531,104881.35
1532,101442.27
1533,142340.44
1534,119806.625
1535,159331.62
1536,108318.055
1537,64116.82
1538,151282.72
1539,185091.44
1540,97669.336
1541,142335.55
1542,144518.44
1543,227010.95
1544,74966.766
1545,103891.82
1546,129773.78
1547,135517.84
1548,134744.22
1549,116030.09
1550,137624.38
1551,110732.055
1552,132829.89
1553,151698.23
1554,109371.55
1555,167390.47
1556,84019.305
1557,117066.445
1558,83557.68
1559,82808.484
1560,139817.67
1561,154706.31
1562,128496.31
1563,126133.11
1564,159881.58
1565,147291.27
1566,239686.81
1567,65766.28
1568,232426.3
1569,153513.78
1570,133736.44
1571,110569.234
1572,149599.66
1573,248325.25
1574,120742.03
1575,209016.56
1576,222746.5
1577,192569.33
1578,145028.05
1579,141277.6
1580,188851.53
1581,147725.69
1582,131105.45
1583,336429.44
1584,229092.3
1585,142763.52
1586,67738.36
1587,102646.766
1588,151732.81
1589,94631.664
1590,132813.3
1591,99586.59
1592,122987.45
1593,127564.33
1594,137261.95
1595,120927.91
1596,246197.58
1597,180494.02
1598,205691.1
1599,160762.1
1600,159473.45
1601,70374.2
1602,112738.85
1603,86901.52
1604,274520.3
1605,240748.19
1606,171669.84
1607,153188.67
1608,213088.66
1609,186866.12
1610,156862.16
1611,138980.92
1612,161125.72
1613,162370.86
1614,131778.6
1615,82522.7
1616,70346.09
1617,87759.53
1618,129598.16
1619,139327.44
1620,168397.92
1621,136753.42
1622,143744.84
1623,304131.7
1624,213747.3
1625,121918.914
1626,160356.17
1627,184585.17
1628,274627.7
1629,174943.77
1630,367450.38
1631,214987.2
1632,240069.08
1633,171880.69
1634,190418.23
1635,182072.62
1636,157465.44
1637,192295.16
1638,193209.48
1639,180618.84
1640,255525.47
1641,179511.06
1642,228493.8
1643,223984.14
1644,223180.48
1645,191397.19
1646,160279.11
1647,145718.06
1648,136794.52
1649,140987.67
1650,116663.55
1651,118660.88
1652,95956.41
1653,96528.31
1654,148875.38
1655,145864.47
1656,147882.28
1657,148988.86
1658,149208.11
1659,128754.29
1660,150364.17
1661,425540.1
1662,408255.16
1663,386075.0
1664,449329.25
1665,305380.84
1666,321694.34
1667,391176.94
1668,332885.9
1669,299087.78
1670,339725.47
1671,261351.95
1672,467050.78
1673,283337.5
1674,243203.3
1675,186882.52
1676,192226.2
1677,214919.77
1678,445190.97
1679,396604.16
1680,354719.75
1681,232548.69
1682,294407.3
1683,175987.28
1684,168533.69
1685,172521.48
1686,165063.8
1687,170285.0
1688,183181.72
1689,185900.23
1690,188486.1
1691,175963.11
1692,246995.05
1693,172118.53
1694,184297.92
1695,167674.39
1696,278191.84
1697,172825.64
1698,353657.75
1699,334458.84
1700,251438.69
1701,262155.75
1702,248892.86
1703,255749.03
1704,288321.4
1705,215592.06
1706,417285.9
1707,221078.42
1708,217574.33
1709,264616.34
1710,215663.22
1711,250516.95
1712,244939.02
1713,266289.22
1714,230187.75
1715,206060.4
1716,183093.69
1717,167103.84
1718,135556.48
1719,197815.11
1720,240191.83
1721,162271.48
1722,125454.695
1723,155429.9
1724,216564.92
1725,249158.38
1726,188228.86
1727,160431.89
1728,171549.56
1729,172910.88
1730,151657.88
1731,123443.74
1732,135306.31
1733,120819.55
1734,120792.7
1735,131984.61
1736,116428.14
1737,342669.62
1738,220581.61
1739,272273.6
1740,219628.62
1741,193369.67
1742,170689.36
1743,171853.97
1744,327409.75
1745,227899.89
1746,184868.98
1747,212644.28
1748,222015.47
1749,153558.6
1750,132144.81
1751,247945.45
1752,123082.266
1753,136602.1
1754,190318.92
1755,168123.53
1756,124388.68
1757,122214.484
1758,143675.08
1759,162648.9
1760,166043.31
1761,144521.2
1762,178104.9
1763,170339.58
1764,119257.85
1765,152000.31
1766,173211.42
1767,219327.42
1768,145879.77
1769,173879.23
1770,142780.12
1771,131238.42
1772,136273.02
1773,134768.0
1774,125625.664
1775,137442.6
1776,124596.33
1777,118630.67
1778,136662.55
1779,115972.67
1780,172927.2
1781,124128.086
1782,95225.19
1783,141572.02
1784,99478.29
1785,113497.34
1786,131015.08
1787,166627.88
1788,53152.51
1789,85983.25
1790,83734.21
1791,180912.1
1792,161045.36
1793,133330.44
1794,146550.48
1795,135565.28
1796,119952.734
1797,111959.375
1798,125799.74
1799,109931.43
1800,132854.84
1801,133824.72
1802,116451.57
1803,143155.77
1804,141890.34
1805,136378.06
1806,112971.65
1807,133372.4
1808,117390.1
1809,120373.88
1810,148102.17
1811,103142.22
1812,101922.29
1813,121231.25
1814,97402.0
1815,52801.273
1816,95886.695
1817,106821.33
1818,139548.58
1819,120605.305
1820,55622.926
1821,102545.99
1822,140662.39
1823,45696.867
1824,135194.22
1825,128437.016
1826,105422.77
1827,107134.336
1828,141690.34
1829,114420.48
1830,136115.08
1831,139246.27
1832,81902.99
1833,142196.62
1834,121517.39
1835,144555.94
1836,125007.79
1837,85020.33
1838,131043.57
1839,90143.24
1840,165440.77
1841,158925.22
1842,87661.08
1843,134909.06
1844,136748.2
1845,135611.95
1846,157229.23
1847,162301.66
1848,55113.684
1849,105746.61
1850,116584.36
1851,153258.67
1852,123159.055
1853,137996.58
1854,168127.22
1855,132636.72
1856,222044.27
1857,130148.7
1858,143577.69
1859,116932.1
1860,157916.89
1861,116923.97
1862,319906.44
1863,307951.84
1864,307951.84
1865,329632.62
1866,340689.1
1867,233909.48
1868,313794.56
1869,208330.98
1870,228780.73
1871,232244.39
1872,172073.06
1873,250485.66
1874,138755.66
1875,198680.84
1876,196526.88
1877,203196.44
1878,201248.8
1879,131740.64
1880,134797.94
1881,234717.73
1882,253186.6
1883,193487.55
1884,207873.72
1885,240738.78
1886,308955.56
1887,201119.48
1888,272054.8
1889,155464.45
1890,128295.5
1891,139820.6
1892,108503.74
1893,132371.1
1894,119693.11
1895,133904.64
1896,126297.17
1897,114043.87
1898,107537.55
1899,150534.78
1900,156469.95
1901,171391.42
1902,136385.88
1903,210922.88
1904,141119.5
1905,197504.08
1906,174175.83
1907,190435.84
1908,110027.086
1909,142056.06
1910,122419.555
1911,218569.05
1912,282215.1
1913,148281.66
1914,48580.473
1915,321879.4
1916,64281.215
1917,251292.7
1918,141507.64
1919,171010.67
1920,141748.45
1921,421035.47
1922,330037.16
1923,220362.31
1924,229269.55
1925,199532.47
1926,401733.75
1927,134149.67
1928,159932.66
1929,124172.37
1930,128889.055
1931,141061.52
1932,142387.55
1933,178290.16
1934,178735.52
1935,173957.19
1936,183913.94
1937,183027.88
1938,172395.0
1939,241852.78
1940,181965.86
1941,175635.69
1942,191119.58
1943,202784.1
1944,355975.66
1945,394446.2
1946,152062.52
1947,344956.62
1948,173441.84
1949,252668.22
1950,182935.39
1951,252757.39
1952,224093.11
1953,163233.95
1954,177298.06
1955,134427.7
1956,284331.2
1957,157139.75
1958,308408.6
1959,136241.31
1960,110494.914
1961,120934.83
1962,94089.47
1963,103313.62
1964,115272.26
1965,150484.97
1966,141312.1
1967,275887.47
1968,436713.03
1969,402035.75
1970,442122.62
1971,419054.97
1972,395258.06
1973,258270.64
1974,318394.34
1975,472994.5
1976,260694.53
1977,354487.4
1978,375878.44
1979,334908.25
1980,194185.58
1981,345816.0
1982,223156.66
1983,197827.0
1984,165902.6
1985,214309.02
1986,205006.84
1987,179923.6
1988,176207.11
1989,190470.17
1990,210301.22
1991,238071.39
1992,203749.28
1993,170697.5
1994,227897.28
1995,179619.11
1996,242299.27
1997,308294.5
1998,325797.88
1999,260983.33
2000,327156.0
2001,265882.7
2002,245961.25
2003,257466.47
2004,262908.38
2005,207622.5
2006,229858.69
2007,240187.25
2008,213245.4
2009,194992.45
2010,187566.9
2011,139146.44
2012,171732.39
2013,185135.22
2014,187038.0
2015,199612.6
2016,197869.45
2017,198238.33
2018,119710.46
2019,136843.7
2020,114614.22
2021,111451.33
2022,181014.25
2023,142964.89
2024,244004.11
2025,352300.12
2026,174233.64
2027,150944.2
2028,147824.47
2029,169200.89
2030,283543.22
2031,217210.89
2032,237678.94
2033,263786.12
2034,163341.25
2035,212787.7
2036,183886.75
2037,189450.42
2038,268159.5
2039,204814.94
2040,307193.62
2041,309453.6
2042,199682.1
2043,173964.33
2044,152670.05
2045,218816.81
2046,132602.31
2047,144926.28
2048,138960.92
2049,130422.055
2050,176930.02
2051,109128.266
2052,134886.42
2053,144708.22
2054,79568.695
2055,155340.11
2056,138239.22
2057,115825.12
2058,229336.25
2059,128633.39
2060,177453.02
2061,176121.44
2062,133666.42
2063,111804.98
2064,144826.95
2065,118200.18
2066,168352.64
2067,111101.016
2068,131311.03
2069,83227.625
2070,115779.51
2071,92144.64
2072,125750.445
2073,136966.3
2074,188636.06
2075,138456.78
2076,118662.35
2077,160349.44
2078,132041.52
2079,137721.8
2080,121177.85
2081,124930.8
2082,121174.38
2083,142294.02
2084,113614.95
2085,123068.3
2086,101920.734
2087,118296.94
2088,99052.375
2089,82635.086
2090,132478.95
2091,127486.01
2092,123750.33
2093,130675.54
2094,108586.766
2095,150970.97
2096,75420.05
2097,96959.18
2098,136058.75
2099,58963.547
2100,82660.625
2101,126307.414
2102,127418.55
2103,104753.1
2104,122428.195
2105,123930.44
2106,67434.57
2107,233512.31
2108,115935.74
2109,114343.24
2110,127375.9
2111,140361.16
2112,144093.88
2113,125790.984
2114,112825.65
2115,159723.84
2116,116737.12
2117,148708.78
2118,125368.82
2119,103885.77
2120,120472.65
2121,120872.22
2122,109947.79
2123,83664.29
2124,167182.6
2125,124162.305
2126,148730.9
2127,139174.7
2128,123655.01
2129,103048.914
2130,141245.39
2131,139161.97
2132,126256.47
2133,123363.36
2134,120649.6
2135,97834.06
2136,74033.46
2137,114691.52
2138,137201.48
2139,156629.7
2140,143507.88
2141,143289.2
2142,129952.984
2143,143472.16
2144,111468.87
2145,140614.78
2146,166327.64
2147,141306.97
2148,133640.05
2149,137041.42
2150,231415.97
2151,117724.195
2152,180416.56
2153,159146.2
2154,110439.71
2155,134405.53
2156,247977.38
2157,232566.44
2158,239813.72
2159,199618.5
2160,170619.06
2161,239711.28
2162,394804.1
2163,357527.4
2164,230863.34
2165,191729.31
2166,146867.81
2167,213749.94
2168,206737.14
2169,191284.78
2170,220278.89
